Code,Laterality,Contrast,XR#Views,description,modality,bodyRegion
RM00275,LEFT,WWOC,1,MR LOWER EXTREMITY ANGIO W AND WO IV CONTRAST LEFT,MR,LOWER EXTREMITY
RM00276,RIGHT,WWOC,1,MR LOWER EXTREMITY ANGIO W AND WO IV CONTRAST RIGHT,MR,LOWER EXTREMITY
RM00277,BILATERAL,WWOC,1,MR LOWER EXTREMITY ANGIO W AND WO IV CONTRAST BILATERAL,MR,LOWER EXTREMITY
RM00278,N/A,WWOC,1,MR NECK ANGIO W AND WO IV CONTRAST,MR,NECK
RM00279,N/A,WOC,1,MR NECK ANGIO WO IV CONTRAST,MR,NECK
RM00280,N/A,WWOC,1,MR PELVIS ANGIO W AND WO IV CONTRAST,MR,PELVIS
RM00281,N/A,WOC,1,MR FOREARM WO IV CONTRAST,MR,FOREARM
RM00282,LEFT,WOC,1,MR FOREARM WO IV CONTRAST LEFT,MR,FOREARM
RM00283,RIGHT,WOC,1,MR FOREARM WO IV CONTRAST RIGHT,MR,FOREARM
RM00284,BILATERAL,WOC,1,MR FOREARM WO IV CONTRAST BILATERAL,MR,FOREARM
RM00285,N/A,WOC,1,MR ABDOMEN WO IV CONTRAST,MR,ABDOMEN
RM00286,N/A,WWOC,1,MR ABDOMEN W AND WO IV CONTRAST,MR,ABDOMEN
RM00287,N/A,WC,1,MR ABDOMEN W IV CONTRAST,MR,ABDOMEN
RM00288,N/A,WOC,1,MR BONE MARROW WO IV CONTRAST,MR,ENTIRE BODY
RM00289,N/A,WOC,1,MR BRACHIAL PLEXUS WO IV CONTRAST,MR,NECK
RM00290,N/A,WOC,1,MR HEAD WO IV CONTRAST,MR,HEAD
RM00291,N/A,WWOC,1,MR HEAD W AND WO IV CONTRAST,MR,HEAD
RM00292,N/A,WC,1,MR HEAD W IV CONTRAST,MR,HEAD
RM00293,N/A,WOC,1,MR CALF WO IV CONTRAST,MR,TIB FIB
RM00294,LEFT,WOC,1,MR CALF WO IV CONTRAST LEFT,MR,TIB FIB
RM00295,RIGHT,WOC,1,MR CALF WO IV CONTRAST RIGHT,MR,TIB FIB
RM00296,BILATERAL,WOC,1,MR CALF WO IV CONTRAST BILATERAL,MR,TIB FIB
RM00297,N/A,WWOC,1,MR CERVICAL SPINE W AND WO IV CONTRAST,MR,CERVICAL SPINE
RM00298,N/A,WC,1,MR CERVICAL SPINE W IV CONTRAST,MR,CERVICAL SPINE
RM00299,N/A,WOC,1,MR CHEST WO IV CONTRAST,MR,CHEST
RM00300,N/A,WWOC,1,MR CHEST W AND WO IV CONTRAST,MR,CHEST
RM00301,N/A,WC,1,MR CHEST W IV CONTRAST,MR,CHEST
RM00302,N/A,WOC,1,MR FINGER WO IV CONTRAST,MR,FINGERS
RM00303,LEFT,WOC,1,MR FINGER WO IV CONTRAST LEFT,MR,FINGERS
RM00304,RIGHT,WOC,1,MR FINGER WO IV CONTRAST RIGHT,MR,FINGERS
RM00305,N/A,WOC,1,MR FOOT WO IV CONTRAST,MR,FOOT
RM00306,LEFT,WOC,1,MR FOOT WO IV CONTRAST LEFT,MR,FOOT
RM00307,RIGHT,WOC,1,MR FOOT WO IV CONTRAST RIGHT,MR,FOOT
RM00308,BILATERAL,WOC,1,MR FOOT WO IV CONTRAST BILATERAL,MR,FOOT
RM00309,N/A,WOC,1,MR HAND WO IV CONTRAST,MR,HAND
RM00310,LEFT,WOC,1,MR HAND WO IV CONTRAST LEFT,MR,HAND
RM00311,RIGHT,WOC,1,MR HAND WO IV CONTRAST RIGHT,MR,HAND
RM00312,BILATERAL,WOC,1,MR HAND WO IV CONTRAST BILATERAL,MR,HAND
RM00313,N/A,WC,1,MR LOWER EXTREMITY W IV CONTRAST,MR,LOWER EXTREMITY
RM00314,LEFT,WC,1,MR LOWER EXTREMITY W IV CONTRAST LEFT,MR,LOWER EXTREMITY
RM00315,RIGHT,WC,1,MR LOWER EXTREMITY W IV CONTRAST RIGHT,MR,LOWER EXTREMITY
RM00316,BILATERAL,WC,1,MR LOWER EXTREMITY W IV CONTRAST BILATERAL,MR,LOWER EXTREMITY
RM00317,N/A,WOC,1,MR LOWER EXTREMITY WO IV CONTRAST,MR,LOWER EXTREMITY
RM00318,LEFT,WOC,1,MR LOWER EXTREMITY WO IV CONTRAST LEFT,MR,LOWER EXTREMITY
RM00319,RIGHT,WOC,1,MR LOWER EXTREMITY WO IV CONTRAST RIGHT,MR,LOWER EXTREMITY
RM00320,BILATERAL,WOC,1,MR LOWER EXTREMITY WO IV CONTRAST BILATERAL,MR,LOWER EXTREMITY
RM00321,N/A,N/A,1,MR LOWER EXTREMITY ARTHROGRAM,MR,LOWER EXTREMITY
RM00322,LEFT,N/A,1,MR LOWER EXTREMITY ARTHROGRAM LEFT,MR,LOWER EXTREMITY
RM00323,RIGHT,N/A,1,MR LOWER EXTREMITY ARTHROGRAM RIGHT,MR,LOWER EXTREMITY
RM00324,BILATERAL,N/A,1,MR LOWER EXTREMITY ARTHROGRAM BILATERAL,MR,LOWER EXTREMITY
RM00325,N/A,WWOC,1,MR LOWER EXTREMITY JOINT W AND WO IV CONTRAST,MR,LOWER EXTREMITY
RM00326,LEFT,WWOC,1,MR LOWER EXTREMITY JOINT W AND WO IV CONTRAST LEFT,MR,LOWER EXTREMITY
RM00327,RIGHT,WWOC,1,MR LOWER EXTREMITY JOINT W AND WO IV CONTRAST RIGHT,MR,LOWER EXTREMITY
RM00328,BILATERAL,WWOC,1,MR LOWER EXTREMITY JOINT W AND WO IV CONTRAST BILATERAL,MR,LOWER EXTREMITY
RM00329,N/A,WOC,1,MR LOWER EXTREMITY JOINT WO IV CONTRAST,MR,LOWER EXTREMITY
RM00330,LEFT,WOC,1,MR LOWER EXTREMITY JOINT WO IV CONTRAST LEFT,MR,LOWER EXTREMITY
RM00331,RIGHT,WOC,1,MR LOWER EXTREMITY JOINT WO IV CONTRAST RIGHT,MR,LOWER EXTREMITY
RM00332,BILATERAL,WOC,1,MR LOWER EXTREMITY JOINT WO IV CONTRAST BILATERAL,MR,LOWER EXTREMITY
RM00333,N/A,WWOC,1,MR LUMBAR SPINE W AND WO IV CONTRAST,MR,LUMBAR SPINE
RM00334,N/A,WC,1,MR LUMBAR SPINE W IV CONTRAST,MR,LUMBAR SPINE
RM00335,N/A,WOC,1,MR MEDIASTINUM WO IV CONTRAST,MR,CHEST
RM00336,N/A,WWOC,1,MR MEDIASTINUM W AND WO IV CONTRAST,MR,CHEST
RM00337,N/A,WC,1,MR ORBITS W IV CONTRAST,MR,FACE
RM00338,N/A,WC,1,MR FACE W IV CONTRAST,MR,FACE
RM00339,N/A,WOC,1,MR NECK WO IV CONTRAST,MR,NECK
RM00340,N/A,WOC,1,MR ORBITS WO IV CONTRAST,MR,FACE
RM00341,N/A,WOC,1,MR FACE WO IV CONTRAST,MR,FACE
RM00342,N/A,WWOC,1,MR NECK W AND WO IV CONTRAST,MR,NECK
RM00343,N/A,WWOC,1,MR ORBITS W AND WO IV CONTRAST,MR,FACE
RM00344,N/A,WWOC,1,MR FACE W AND WO IV CONTRAST,MR,FACE
RM00345,N/A,WOC,1,MR ANKLE WO IV CONTRAST,MR,ANKLE
RM00346,LEFT,WOC,1,MR ANKLE WO IV CONTRAST LEFT,MR,ANKLE
RM00347,RIGHT,WOC,1,MR ANKLE WO IV CONTRAST RIGHT,MR,ANKLE
RM00348,BILATERAL,WOC,1,MR ANKLE WO IV CONTRAST BILATERAL,MR,ANKLE
RM00349,N/A,WWOC,1,MR ANKLE W AND WO IV CONTRAST,MR,ANKLE
RM00350,LEFT,WWOC,1,MR ANKLE W AND WO IV CONTRAST LEFT,MR,ANKLE
RM00351,RIGHT,WWOC,1,MR ANKLE W AND WO IV CONTRAST RIGHT,MR,ANKLE
RM00352,BILATERAL,WWOC,1,MR ANKLE W AND WO IV CONTRAST BILATERAL,MR,ANKLE
RM00353,N/A,WC,1,MR ANKLE W IV CONTRAST,MR,ANKLE
RM00354,LEFT,WC,1,MR ANKLE W IV CONTRAST LEFT,MR,ANKLE
RM00355,RIGHT,WC,1,MR ANKLE W IV CONTRAST RIGHT,MR,ANKLE
RM00356,BILATERAL,WC,1,MR ANKLE W IV CONTRAST BILATERAL,MR,ANKLE
RM00357,N/A,WOC,1,MR ELBOW WO IV CONTRAST,MR,ELBOW
RM00358,LEFT,WOC,1,MR ELBOW WO IV CONTRAST LEFT,MR,ELBOW
RM00359,RIGHT,WOC,1,MR ELBOW WO IV CONTRAST RIGHT,MR,ELBOW
RM00360,BILATERAL,WOC,1,MR ELBOW WO IV CONTRAST BILATERAL,MR,ELBOW
RM00361,N/A,WWOC,1,MR ELBOW W AND WO IV CONTRAST,MR,ELBOW
RM00362,LEFT,WWOC,1,MR ELBOW W AND WO IV CONTRAST LEFT,MR,ELBOW
RM00363,RIGHT,WWOC,1,MR ELBOW W AND WO IV CONTRAST RIGHT,MR,ELBOW
RM00364,BILATERAL,WWOC,1,MR ELBOW W AND WO IV CONTRAST BILATERAL,MR,ELBOW
RM00365,N/A,WC,1,MR ELBOW W IV CONTRAST,MR,ELBOW
RM00366,LEFT,WC,1,MR ELBOW W IV CONTRAST LEFT,MR,ELBOW
RM00367,RIGHT,WC,1,MR ELBOW W IV CONTRAST RIGHT,MR,ELBOW
RM00368,BILATERAL,WC,1,MR ELBOW W IV CONTRAST BILATERAL,MR,ELBOW
RM00369,N/A,WOC,1,MR HIP WO IV CONTRAST,MR,HIP
RM00370,LEFT,WOC,1,MR HIP WO IV CONTRAST LEFT,MR,HIP
RM00371,RIGHT,WOC,1,MR HIP WO IV CONTRAST RIGHT,MR,HIP
RM00372,BILATERAL,WOC,1,MR HIP WO IV CONTRAST BILATERAL,MR,HIP
RM00373,N/A,WWOC,1,MR HIP W AND WO IV CONTRAST,MR,HIP
RM00374,LEFT,WWOC,1,MR HIP W AND WO IV CONTRAST LEFT,MR,HIP
RM00375,RIGHT,WWOC,1,MR HIP W AND WO IV CONTRAST RIGHT,MR,HIP
RM00376,BILATERAL,WWOC,1,MR HIP W AND WO IV CONTRAST BILATERAL,MR,HIP
RM00377,N/A,WC,1,MR HIP W IV CONTRAST,MR,HIP
RM00378,LEFT,WC,1,MR HIP W IV CONTRAST LEFT,MR,HIP
RM00379,RIGHT,WC,1,MR HIP W IV CONTRAST RIGHT,MR,HIP
RM00380,BILATERAL,WC,1,MR HIP W IV CONTRAST BILATERAL,MR,HIP
RM00381,N/A,WOC,1,MR KNEE WO IV CONTRAST,MR,KNEE
RM00382,LEFT,WOC,1,MR KNEE WO IV CONTRAST LEFT,MR,KNEE
RM00383,RIGHT,WOC,1,MR KNEE WO IV CONTRAST RIGHT,MR,KNEE
RM00384,BILATERAL,WOC,1,MR KNEE WO IV CONTRAST BILATERAL,MR,KNEE
RM00385,N/A,WWOC,1,MR KNEE W AND WO IV CONTRAST,MR,KNEE
RM00386,LEFT,WWOC,1,MR KNEE W AND WO IV CONTRAST LEFT,MR,KNEE
RM00387,RIGHT,WWOC,1,MR KNEE W AND WO IV CONTRAST RIGHT,MR,KNEE
RM00388,BILATERAL,WWOC,1,MR KNEE W AND WO IV CONTRAST BILATERAL,MR,KNEE
RM00389,N/A,WC,1,MR KNEE W IV CONTRAST,MR,KNEE
RM00390,LEFT,WC,1,MR KNEE W IV CONTRAST LEFT,MR,KNEE
RM00391,RIGHT,WC,1,MR KNEE W IV CONTRAST RIGHT,MR,KNEE
RM00392,BILATERAL,WC,1,MR KNEE W IV CONTRAST BILATERAL,MR,KNEE
RM00393,N/A,WOC,1,MR SHOULDER WO IV CONTRAST,MR,SHOULDER
RM00394,LEFT,WOC,1,MR SHOULDER WO IV CONTRAST LEFT,MR,SHOULDER
RM00395,RIGHT,WOC,1,MR SHOULDER WO IV CONTRAST RIGHT,MR,SHOULDER
RM00396,BILATERAL,WOC,1,MR SHOULDER WO IV CONTRAST BILATERAL,MR,SHOULDER
RM00397,N/A,WWOC,1,MR SHOULDER W AND WO IV CONTRAST,MR,SHOULDER
RM00398,LEFT,WWOC,1,MR SHOULDER W AND WO IV CONTRAST LEFT,MR,SHOULDER
RM00399,RIGHT,WWOC,1,MR SHOULDER W AND WO IV CONTRAST RIGHT,MR,SHOULDER
RM00400,BILATERAL,WWOC,1,MR SHOULDER W AND WO IV CONTRAST BILATERAL,MR,SHOULDER
RM00401,N/A,WC,1,MR SHOULDER W IV CONTRAST,MR,SHOULDER
RM00402,LEFT,WC,1,MR SHOULDER W IV CONTRAST LEFT,MR,SHOULDER
RM00403,RIGHT,WC,1,MR SHOULDER W IV CONTRAST RIGHT,MR,SHOULDER
RM00404,BILATERAL,WC,1,MR SHOULDER W IV CONTRAST BILATERAL,MR,SHOULDER
RM00405,N/A,WOC,1,MR WRIST WO IV CONTRAST,MR,WRIST
RM00406,LEFT,WOC,1,MR WRIST WO IV CONTRAST LEFT,MR,WRIST
RM00407,RIGHT,WOC,1,MR WRIST WO IV CONTRAST RIGHT,MR,WRIST
RM00408,BILATERAL,WOC,1,MR WRIST WO IV CONTRAST BILATERAL,MR,WRIST
RM00409,N/A,WWOC,1,MR WRIST W AND WO IV CONTRAST,MR,WRIST
RM00410,LEFT,WWOC,1,MR WRIST W AND WO IV CONTRAST LEFT,MR,WRIST
RM00411,RIGHT,WWOC,1,MR WRIST W AND WO IV CONTRAST RIGHT,MR,WRIST
RM00412,BILATERAL,WWOC,1,MR WRIST W AND WO IV CONTRAST BILATERAL,MR,WRIST
RM00413,N/A,WC,1,MR WRIST W IV CONTRAST,MR,WRIST
RM00414,LEFT,WC,1,MR WRIST W IV CONTRAST LEFT,MR,WRIST
RM00415,RIGHT,WC,1,MR WRIST W IV CONTRAST RIGHT,MR,WRIST
RM00416,BILATERAL,WC,1,MR WRIST W IV CONTRAST BILATERAL,MR,WRIST
RM00417,N/A,WOC,1,MR PELVIS WO IV CONTRAST,MR,PELVIS
RM00418,N/A,WWOC,1,MR PELVIS RECTAL COIL W AND WO IV CONTRAST,MR,PELVIS
RM00419,N/A,WC,1,MR PELVIS RECTAL COIL W IV CONTRAST,MR,PELVIS
RM00420,N/A,WC,1,MR PELVIS W IV CONTRAST,MR,PELVIS
RM00421,N/A,WOC,1,MR PELVIS URETHRA VAGINAL COIL WO IV CONTRAST,MR,PELVIS
RM00422,N/A,WOC,1,MR LUMBAR SPINE WO IV CONTRAST,MR,LUMBAR SPINE
RM00423,N/A,WOC,1,MR THORACIC SPINE WO IV CONTRAST,MR,THORACIC SPINE
RM00424,N/A,WOC,1,MR THIGH WO IV CONTRAST,MR,FEMUR
RM00425,LEFT,WOC,1,MR THIGH WO IV CONTRAST LEFT,MR,FEMUR
RM00426,RIGHT,WOC,1,MR THIGH WO IV CONTRAST RIGHT,MR,FEMUR
RM00427,BILATERAL,WOC,1,MR THIGH WO IV CONTRAST BILATERAL,MR,FEMUR
RM00428,N/A,WWOC,1,MR THORACIC SPINE W AND WO IV CONTRAST,MR,THORACIC SPINE
RM00429,N/A,WC,1,MR THORACIC SPINE W IV CONTRAST,MR,THORACIC SPINE
RM00430,N/A,WOC,1,MR TMJ WO IV CONTRAST,MR,FACE
RM00431,N/A,WWOC,1,MR TMJ W AND WO IV CONTRAST,MR,FACE
RM00432,N/A,WC,1,MR UPPER EXTREMITY W IV CONTRAST,MR,UPPER EXTREMITY
RM00433,LEFT,WC,1,MR UPPER EXTREMITY W IV CONTRAST LEFT,MR,UPPER EXTREMITY
RM00434,RIGHT,WC,1,MR UPPER EXTREMITY W IV CONTRAST RIGHT,MR,UPPER EXTREMITY
RM00435,BILATERAL,WC,1,MR UPPER EXTREMITY W IV CONTRAST BILATERAL,MR,UPPER EXTREMITY
RM00436,N/A,WWOC,1,MR UPPER EXTREMITY JOINT W AND WO IV CONTRAST,MR,UPPER EXTREMITY
RM00437,LEFT,WWOC,1,MR UPPER EXTREMITY JOINT W AND WO IV CONTRAST LEFT,MR,UPPER EXTREMITY
RM00438,RIGHT,WWOC,1,MR UPPER EXTREMITY JOINT W AND WO IV CONTRAST RIGHT,MR,UPPER EXTREMITY
RM00439,BILATERAL,WWOC,1,MR UPPER EXTREMITY JOINT W AND WO IV CONTRAST BILATERAL,MR,UPPER EXTREMITY
RM00440,N/A,N/A,1,MR UPPER EXTREMITY ARTHROGRAM,MR,UPPER EXTREMITY
RM00441,LEFT,N/A,1,MR UPPER EXTREMITY ARTHROGRAM LEFT,MR,UPPER EXTREMITY
RM00442,RIGHT,N/A,1,MR UPPER EXTREMITY ARTHROGRAM RIGHT,MR,UPPER EXTREMITY
RM00443,BILATERAL,N/A,1,MR UPPER EXTREMITY ARTHROGRAM BILATERAL,MR,UPPER EXTREMITY
RM00444,N/A,WOC,1,MR UPPER ARM WO IV CONTRAST,MR,HUMERUS/UPPER EXTREMITY
RM00445,LEFT,WOC,1,MR UPPER ARM WO IV CONTRAST LEFT,MR,HUMERUS/UPPER EXTREMITY
RM00446,RIGHT,WOC,1,MR UPPER ARM WO IV CONTRAST RIGHT,MR,HUMERUS/UPPER EXTREMITY
RM00447,BILATERAL,WOC,1,MR UPPER ARM WO IV CONTRAST BILATERAL,MR,HUMERUS/UPPER EXTREMITY
RM00448,N/A,WOC,1,MR UPPER EXTREMITY WO IV CONTRAST,MR,UPPER EXTREMITY
RM00449,LEFT,WOC,1,MR UPPER EXTREMITY WO IV CONTRAST LEFT,MR,UPPER EXTREMITY
RM00450,RIGHT,WOC,1,MR UPPER EXTREMITY WO IV CONTRAST RIGHT,MR,UPPER EXTREMITY
RM00451,BILATERAL,WOC,1,MR UPPER EXTREMITY WO IV CONTRAST BILATERAL,MR,UPPER EXTREMITY
RM00452,N/A,WOC,1,MR UPPER EXTREMITY JOINT WO IV CONTRAST,MR,UPPER EXTREMITY
RM00453,LEFT,WOC,1,MR UPPER EXTREMITY JOINT WO IV CONTRAST LEFT,MR,UPPER EXTREMITY
RM00454,RIGHT,WOC,1,MR UPPER EXTREMITY JOINT WO IV CONTRAST RIGHT,MR,UPPER EXTREMITY
RM00455,BILATERAL,WOC,1,MR UPPER EXTREMITY JOINT WO IV CONTRAST BILATERAL,MR,UPPER EXTREMITY
RM00456,N/A,WOC,1,MR ABDOMEN ANGIO WO IV CONTRAST,MR,ABDOMEN
RM00457,N/A,WOC,1,MR CHEST ANGIO WO IV CONTRAST,MR,CHEST
RM00458,N/A,WOC,1,MR LOWER EXTREMITY ANGIO WO IV CONTRAST,MR,LOWER EXTREMITY
RM00459,LEFT,WOC,1,MR LOWER EXTREMITY ANGIO WO IV CONTRAST LEFT,MR,LOWER EXTREMITY
RM00460,RIGHT,WOC,1,MR LOWER EXTREMITY ANGIO WO IV CONTRAST RIGHT,MR,LOWER EXTREMITY
RM00461,BILATERAL,WOC,1,MR LOWER EXTREMITY ANGIO WO IV CONTRAST BILATERAL,MR,LOWER EXTREMITY
RM00462,N/A,WC,1,MR NECK ANGIO W IV CONTRAST,MR,NECK
RM00463,N/A,WWOC,1,MR LOWER EXTREMITY W AND WO IV CONTRAST,MR,LOWER EXTREMITY
RM00464,LEFT,WWOC,1,MR LOWER EXTREMITY W AND WO IV CONTRAST LEFT,MR,LOWER EXTREMITY
RM00465,RIGHT,WWOC,1,MR LOWER EXTREMITY W AND WO IV CONTRAST RIGHT,MR,LOWER EXTREMITY
RM00466,BILATERAL,WWOC,1,MR LOWER EXTREMITY W AND WO IV CONTRAST BILATERAL,MR,LOWER EXTREMITY
RM00467,N/A,WC,1,MR LOWER EXTREMITY JOINT W IV CONTRAST,MR,LOWER EXTREMITY
RM00468,LEFT,WC,1,MR LOWER EXTREMITY JOINT W IV CONTRAST LEFT,MR,LOWER EXTREMITY
RM00469,RIGHT,WC,1,MR LOWER EXTREMITY JOINT W IV CONTRAST RIGHT,MR,LOWER EXTREMITY
RM00470,BILATERAL,WC,1,MR LOWER EXTREMITY JOINT W IV CONTRAST BILATERAL,MR,LOWER EXTREMITY
RM00471,N/A,WWOC,1,MR PELVIS W AND WO IV CONTRAST,MR,PELVIS
RM00472,N/A,WWOC,1,MR UPPER EXTREMITY W AND WO IV CONTRAST,MR,UPPER EXTREMITY
RM00473,LEFT,WWOC,1,MR UPPER EXTREMITY W AND WO IV CONTRAST LEFT,MR,UPPER EXTREMITY
RM00474,RIGHT,WWOC,1,MR UPPER EXTREMITY W AND WO IV CONTRAST RIGHT,MR,UPPER EXTREMITY
RM00475,BILATERAL,WWOC,1,MR UPPER EXTREMITY W AND WO IV CONTRAST BILATERAL,MR,UPPER EXTREMITY
RM00476,N/A,WC,1,MR UPPER EXTREMITY JOINT W IV CONTRAST,MR,UPPER EXTREMITY
RM00477,LEFT,WC,1,MR UPPER EXTREMITY JOINT W IV CONTRAST LEFT,MR,UPPER EXTREMITY
RM00478,RIGHT,WC,1,MR UPPER EXTREMITY JOINT W IV CONTRAST RIGHT,MR,UPPER EXTREMITY
RM00479,BILATERAL,WC,1,MR UPPER EXTREMITY JOINT W IV CONTRAST BILATERAL,MR,UPPER EXTREMITY
RM00480,N/A,WWOC,1,MR SPINE ANGIO W AND WO IV CONTRAST,MR,LUMBAR SPINE
RM00481,BILATERAL,WWOC,1,MR BREAST W AND WO IV CONTRAST BILATERAL,MR,BREAST
RM00482,N/A,WWOC,1,MR BONE MARROW W AND WO IV CONTRAST,MR,ENTIRE BODY
RM00483,BILATERAL,WC,1,MR BREAST W IV CONTRAST BILATERAL,MR,BREAST
RM00484,N/A,N/A,1,MR BREAST UNILATERAL,MR,BREAST
RM00485,N/A,N/A,1,MR HEART VELOCITY FLOW,MR,HEART
RM00486,N/A,N/A,1,MR GUIDANCE MARKER PLACEMENT,MR,UNCLASSIFIED
RM00487,N/A,WOC,1,MR HEAD WO IV CONTRAST PEDIATRIC,MR,HEAD
RM00488,N/A,N/A,1,MR BIOPSY SPECIMEN,MR,UNCLASSIFIED
RM00489,N/A,N/A,1,MR SPECTROSCOPY,MR,UNCLASSIFIED
RM00490,N/A,WWOC,1,MR BREAST W AND WO IV CONTRAST UNILATERAL,MR,BREAST
RM00491,N/A,WWOC,1,MR ABDOMEN/PELVIS ENTEROGRAPHY W AND WO IV CONTRAST,MR,ABDOMEN/PELVIS
RM00492,N/A,WWOC,1,MR BRACHIAL PLEXUS W AND WO IV CONTRAST,MR,NECK
RM00493,BILATERAL,WOC,1,MR BREAST WO IV CONTRAST BILATERAL,MR,BREAST
RM00494,N/A,WOC,1,MR BREAST WO IV CONTRAST UNILATERAL,MR,BREAST
RM00495,N/A,WWOC,1,MR CALF W AND WO IV CONTRAST,MR,TIB FIB
RM00496,LEFT,WWOC,1,MR CALF W AND WO IV CONTRAST LEFT,MR,TIB FIB
RM00497,RIGHT,WWOC,1,MR CALF W AND WO IV CONTRAST RIGHT,MR,TIB FIB
RM00498,BILATERAL,WWOC,1,MR CALF W AND WO IV CONTRAST BILATERAL,MR,TIB FIB
RM00499,N/A,WC,1,MR FINGER W IV CONTRAST,MR,FINGERS
RM00500,LEFT,WC,1,MR FINGER W IV CONTRAST LEFT,MR,FINGERS
RM00501,RIGHT,WC,1,MR FINGER W IV CONTRAST RIGHT,MR,FINGERS
RM00502,N/A,WWOC,1,MR FINGER W AND WO IV CONTRAST,MR,FINGERS
RM00503,LEFT,WWOC,1,MR FINGER W AND WO IV CONTRAST LEFT,MR,FINGERS
RM00504,RIGHT,WWOC,1,MR FINGER W AND WO IV CONTRAST RIGHT,MR,FINGERS
RM00505,N/A,WWOC,1,MR FOOT W AND WO IV CONTRAST,MR,FOOT
RM00506,LEFT,WWOC,1,MR FOOT W AND WO IV CONTRAST LEFT,MR,FOOT
RM00507,RIGHT,WWOC,1,MR FOOT W AND WO IV CONTRAST RIGHT,MR,FOOT
RM00508,BILATERAL,WWOC,1,MR FOOT W AND WO IV CONTRAST BILATERAL,MR,FOOT
RM00509,N/A,WC,1,MR HAND W IV CONTRAST,MR,HAND
RM00510,LEFT,WC,1,MR HAND W IV CONTRAST LEFT,MR,HAND
RM00511,RIGHT,WC,1,MR HAND W IV CONTRAST RIGHT,MR,HAND
RM00512,BILATERAL,WC,1,MR HAND W IV CONTRAST BILATERAL,MR,HAND
RM00513,N/A,WWOC,1,MR HAND W AND WO IV CONTRAST,MR,HAND
RM00514,LEFT,WWOC,1,MR HAND W AND WO IV CONTRAST LEFT,MR,HAND
RM00515,RIGHT,WWOC,1,MR HAND W AND WO IV CONTRAST RIGHT,MR,HAND
RM00516,BILATERAL,WWOC,1,MR HAND W AND WO IV CONTRAST BILATERAL,MR,HAND
RM00517,N/A,WWOC,1,MR THIGH W AND WO IV CONTRAST,MR,FEMUR
RM00518,LEFT,WWOC,1,MR THIGH W AND WO IV CONTRAST LEFT,MR,FEMUR
RM00519,RIGHT,WWOC,1,MR THIGH W AND WO IV CONTRAST RIGHT,MR,FEMUR
RM00520,BILATERAL,WWOC,1,MR THIGH W AND WO IV CONTRAST BILATERAL,MR,FEMUR
RM00521,N/A,WOC,1,MR SPINE ANGIO WO IV CONTRAST,MR,LUMBAR SPINE
RM00522,N/A,N/A,1,MR SOURCE IMAGES,MR,UNCLASSIFIED
RM00523,N/A,WWOC,1,MR HEART W AND WO IV CONTRAST,MR,HEART
RM00524,N/A,WOC,1,MR HEART WO IV CONTRAST,MR,HEART
RM00525,N/A,WC,1,MR HEAD IAC W IV CONTRAST,MR,HEAD
RM00526,N/A,WOC,1,MR HEAD IAC WO IV CONTRAST,MR,HEAD
RM00527,N/A,WWOC,1,MR HEAD IAC W AND WO IV CONTRAST,MR,HEAD
RM00528,N/A,WOC,1,MR HEAD VEINS WO IV CONTRAST,MR,HEAD
RM00529,N/A,WWOC,1,MR FOREARM W AND WO IV CONTRAST,MR,FOREARM
RM00530,LEFT,WWOC,1,MR FOREARM W AND WO IV CONTRAST LEFT,MR,FOREARM
RM00531,RIGHT,WWOC,1,MR FOREARM W AND WO IV CONTRAST RIGHT,MR,FOREARM
RM00532,BILATERAL,WWOC,1,MR FOREARM W AND WO IV CONTRAST BILATERAL,MR,FOREARM
RM00533,N/A,WWOC,1,MR UPPER ARM W AND WO IV CONTRAST,MR,HUMERUS/UPPER EXTREMITY
RM00534,LEFT,WWOC,1,MR UPPER ARM W AND WO IV CONTRAST LEFT,MR,HUMERUS/UPPER EXTREMITY
RM00535,RIGHT,WWOC,1,MR UPPER ARM W AND WO IV CONTRAST RIGHT,MR,HUMERUS/UPPER EXTREMITY
RM00536,BILATERAL,WWOC,1,MR UPPER ARM W AND WO IV CONTRAST BILATERAL,MR,HUMERUS/UPPER EXTREMITY
RM00537,N/A,WOC,1,MR PROSTATE WO IV CONTRAST,MR,PELVIS
RM00538,N/A,N/A,1,MR HEAD NECK ANGIO,MR,HEAD/NECK
RM00539,N/A,WOC,1,MR UPPER EXTREMITY ANGIO WO IV CONTRAST,MR,UPPER EXTREMITY
RM00540,LEFT,WOC,1,MR UPPER EXTREMITY ANGIO WO IV CONTRAST LEFT,MR,UPPER EXTREMITY
RM00541,RIGHT,WOC,1,MR UPPER EXTREMITY ANGIO WO IV CONTRAST RIGHT,MR,UPPER EXTREMITY
RM00542,BILATERAL,WOC,1,MR UPPER EXTREMITY ANGIO WO IV CONTRAST BILATERAL,MR,UPPER EXTREMITY
RM00543,BILATERAL,WWOC,1,MR ABDOMINAL AORTA ILIOFEMORAL RUNOFF ANGIO W AND WO IV CONTRAST BILATERAL,MR,ABDOMEN/CHEST
RM00544,N/A,WC,1,MR PROSTATE W IV CONTRAST,MR,PELVIS
RM00545,N/A,N/A,1,MR GUIDANCE NEEDLE LOC,MR,UNCLASSIFIED
RM00546,N/A,WOC,1,MR PELVIS ANGIO WO IV CONTRAST,MR,PELVIS
RM00547,N/A,WOC,1,MR ABDOMEN/PELVIS ENTEROGRAPHY WO IV CONTRAST,MR,ABDOMEN/PELVIS
